time,p,r,s,q,n,x,y
873,False,True,False,False,False,False,True
874,False,False,False,False,False,False,True
875,False,False,False,True,False,False,True
876,False,False,True,False,False,False,True
877,False,True,False,False,False,False,True
878,False,False,False,False,False,False,True
879,False,False,False,False,True,False,False
880,True,False,True,False,True,False,False
881,False,True,False,False,True,False,False
882,False,False,False,True,False,False,True
883,True,False,False,False,False,False,False
884,False,False,True,False,False,True,True
885,False,True,False,False,False,False,True
886,False,False,False,False,False,False,True
887,False,False,False,False,True,False,True
888,False,False,False,False,True,False,True
889,False,False,True,True,False,False,True
890,True,True,False,False,False,False,True
891,False,False,False,False,False,False,False
892,False,False,True,False,False,False,True
893,False,True,False,False,False,False,True
894,False,False,False,False,False,False,True
895,True,False,False,False,True,False,True
896,True,False,False,True,False,False,False
897,False,False,True,False,False,True,True
898,False,True,False,False,False,False,True
899,False,False,False,False,False,False,True
900,False,False,True,False,True,False,True
901,False,True,False,False,True,False,True
902,True,False,False,False,True,False,True
903,False,False,True,True,False,False,True
904,False,True,False,False,False,False,True
905,False,False,False,False,False,False,False
906,False,False,True,False,False,False,True
907,False,True,False,False,False,False,True
908,False,False,False,False,True,False,False
909,False,False,True,False,False,False,False
910,False,True,False,True,False,True,True
911,True,False,False,False,False,False,True
912,False,False,False,False,False,False,True
913,False,False,False,False,False,False,True
914,False,False,True,False,True,False,True
915,False,True,False,False,True,False,True
916,True,False,False,False,False,False,True
917,False,False,False,True,False,False,True
918,False,False,False,False,False,False,False
919,False,False,True,False,False,False,False
920,False,True,False,False,False,False,False
921,False,False,False,False,True,False,True
922,False,False,False,False,False,False,True
923,False,False,True,False,False,True,True
924,False,True,False,True,False,False,True
925,False,False,False,False,False,False,True
926,True,False,False,False,False,False,True
927,False,False,True,False,False,False,True
928,False,True,False,False,False,False,True
929,False,False,False,False,True,False,True
930,False,False,False,False,False,False,False
931,False,False,False,True,False,False,True
932,False,False,True,False,False,False,False
933,False,True,False,False,False,False,False
934,True,False,False,False,False,False,True
935,False,False,False,False,False,False,True
936,False,False,True,False,False,True,True
937,False,True,False,False,True,False,True
938,False,False,False,True,False,False,True
939,True,False,False,False,False,False,True
940,False,False,False,False,False,False,True
941,False,False,True,False,False,False,True
942,True,True,False,False,False,False,True
943,False,False,False,False,False,False,False
944,False,False,False,False,True,False,False
945,False,False,False,True,False,False,True
946,False,False,True,False,False,False,False
947,True,True,False,False,False,False,True
948,False,False,False,False,False,False,True
949,False,False,False,False,False,True,True
950,False,False,True,False,True,False,True
951,False,True,False,False,True,False,True
952,False,False,False,True,False,False,True
953,False,False,False,False,False,False,True
954,True,False,False,False,False,False,True
955,False,False,True,False,False,False,True
956,False,True,False,False,True,False,False
957,False,False,False,False,True,False,False
958,False,False,False,False,False,False,True
959,False,False,True,True,False,False,True
960,True,True,False,False,False,False,True
961,False,False,False,False,False,False,False
962,True,False,True,False,False,True,True
963,False,True,False,False,True,False,True
964,True,False,False,False,True,False,True
965,False,False,True,False,False,False,True
966,False,True,False,True,False,False,True
967,False,False,False,False,False,False,True
968,False,False,True,False,False,False,True
969,True,True,False,False,False,False,True
970,False,False,False,False,True,False,False
971,False,False,True,False,False,False,True
972,False,True,False,False,False,False,False
973,False,False,False,True,False,False,True
974,False,False,True,False,False,False,False
975,True,True,False,False,False,True,True
976,False,False,False,False,False,False,True
977,False,False,False,False,False,False,True
978,False,False,False,False,True,False,True
979,False,False,True,False,True,False,True
980,False,True,False,True,False,False,True
981,False,False,False,False,False,False,True
982,True,False,False,False,False,False,False
983,False,False,False,False,False,False,False
984,False,False,True,False,True,False,True
985,False,True,False,False,True,False,False
986,False,False,False,False,True,False,False
987,False,False,False,True,False,False,True
988,False,False,False,False,False,True,True
989,False,False,True,False,False,False,True
990,False,True,False,False,False,False,True
991,True,False,False,False,True,False,True
992,False,False,False,False,False,False,True
993,False,False,True,False,True,False,True
994,True,True,False,True,False,False,True
995,False,False,False,False,False,False,True
996,False,False,True,False,False,False,False
997,True,True,False,False,False,False,True
998,False,False,False,False,False,False,False
999,False,False,True,False,False,False,False
1000,False,True,False,False,False,False,False
1001,False,False,False,True,False,True,True
1002,False,False,True,False,False,False,True
1003,True,True,False,False,False,False,True
1004,False,False,False,False,False,False,True
1005,False,False,True,False,True,False,True
1006,False,True,False,False,True,False,True
1007,False,False,False,False,False,False,True
1008,False,False,False,True,False,False,True
1009,False,False,False,False,False,False,False
1010,True,False,True,False,False,False,False
1011,False,True,False,False,False,False,True
1012,False,False,False,False,True,False,False
1013,False,False,False,False,False,False,False
1014,True,False,True,False,True,True,True
1015,False,True,False,True,False,False,True
1016,False,False,False,False,False,False,True
1017,False,False,False,False,False,False,True
1018,False,False,False,False,False,False,True
1019,False,False,True,False,False,False,True
1020,False,True,False,False,False,False,True
1021,False,False,False,False,False,False,False
1022,True,False,True,True,False,False,False
1023,False,True,False,False,False,False,False
1024,False,False,False,False,False,False,False
1025,False,False,False,False,False,False,True
1026,False,False,True,False,False,False,True
1027,False,True,False,False,True,True,True
1028,False,False,False,False,True,False,True
1029,False,False,False,True,False,False,True
1030,True,False,False,False,False,False,True
1031,False,False,True,False,False,False,True
1032,False,True,False,False,False,False,True
1033,False,False,False,False,False,False,True
1034,False,False,True,False,True,False,True
1035,False,True,False,False,True,False,True
1036,False,False,False,True,False,False,False
1037,False,False,False,False,False,False,True
1038,False,False,True,False,False,False,False
1039,True,True,False,False,False,False,False
1040,False,False,False,False,True,True,True
1041,False,False,True,False,True,False,True
1042,False,True,False,False,False,False,True
1043,False,False,False,True,False,False,True
1044,False,False,False,False,False,False,True
1045,True,False,True,False,False,False,True
1046,False,True,False,False,False,False,True
1047,True,False,False,False,True,False,False
1048,False,False,False,False,False,False,True
1049,True,False,False,False,False,False,False
1050,True,False,True,True,False,False,False
1051,False,True,False,False,False,False,True
1052,False,False,False,False,False,False,True
1053,False,False,False,False,False,True,True
1054,False,False,False,False,True,False,True
1055,False,False,True,False,False,False,True
1056,True,True,False,False,False,False,True
1057,False,False,False,True,False,False,True
1058,False,False,True,False,False,False,True
1059,False,True,False,False,False,False,True
1060,False,False,False,False,False,False,False
1061,True,False,True,False,False,False,True
1062,False,True,False,False,True,False,False
1063,False,False,False,False,False,False,True
1064,False,False,False,True,False,False,True
1065,False,False,True,False,False,False,True
1066,True,True,False,False,False,True,True
1067,False,False,False,False,False,False,True
1068,False,False,True,False,True,False,True
1069,False,True,False,False,False,False,True
1070,False,False,False,False,False,False,True
1071,False,False,False,True,False,False,True
1072,True,False,False,False,False,False,True
1073,False,False,True,False,False,False,False
1074,False,True,False,False,False,False,True
1075,False,False,False,False,False,False,False
1076,False,False,False,False,False,False,False
1077,False,False,True,False,True,False,True
1078,False,True,False,True,False,False,False
1079,False,False,False,False,False,True,True
1080,False,False,True,False,False,False,True
1081,True,True,False,False,False,False,True
1082,True,False,False,False,False,False,True
1083,False,False,True,False,True,False,True
1084,False,True,False,False,False,False,True
1085,False,False,False,True,False,False,True
1086,False,False,True,False,False,False,False
1087,True,True,False,False,False,False,True
1088,True,False,False,False,False,False,True
1089,False,False,False,False,False,False,False
1090,True,False,True,False,False,False,True
1091,False,True,False,False,False,False,False
1092,False,False,False,True,False,True,True
1093,False,False,True,False,False,False,True
1094,False,True,False,False,False,False,True
1095,False,False,False,False,False,False,True
1096,False,False,False,False,True,False,True
1097,True,False,True,False,False,False,True
1098,False,True,False,False,True,False,True
1099,False,False,False,True,False,False,True
1100,False,False,False,False,False,False,False
1101,False,False,True,False,False,False,True
1102,True,True,False,False,False,False,False
1103,False,False,False,False,False,False,True
1104,False,False,False,False,True,False,True
1105,False,False,True,False,False,True,True
1106,True,True,False,True,False,False,True
1107,False,False,False,False,False,False,True
1108,False,False,False,False,False,False,True
1109,False,False,False,False,False,False,True
1110,False,False,True,False,True,False,True
1111,False,True,False,False,True,False,True
1112,False,False,False,False,False,False,True
1113,True,False,False,True,False,False,True
1114,False,False,False,False,False,False,False
1115,False,False,True,False,False,False,False
1116,True,True,False,False,False,False,False
1117,False,False,False,False,True,False,False
1118,False,False,False,False,False,True,True
1119,False,False,True,False,False,False,True
1120,False,True,False,True,False,False,True
1121,False,False,False,False,False,False,True
1122,False,False,False,False,False,False,True
1123,False,False,False,False,False,False,True
1124,False,False,True,False,True,False,True
1125,True,True,False,False,False,False,True
1126,False,False,False,False,False,False,False
1127,False,False,True,True,False,False,True
1128,False,True,False,False,False,False,True
1129,True,False,False,False,False,False,False
1130,True,False,True,False,False,False,True
1131,False,True,False,False,True,True,True
1132,False,False,False,False,False,False,True
1133,False,False,False,False,False,False,True
1134,False,False,True,True,False,False,True
1135,False,True,False,False,False,False,True
1136,True,False,False,False,False,False,True
1137,False,False,False,False,False,False,True
1138,False,False,False,False,False,False,False
1139,True,False,True,False,False,False,True
1140,False,True,False,False,False,False,False
1141,False,False,False,True,False,False,True
1142,False,False,False,False,False,False,True
1143,False,False,True,False,False,False,False
1144,False,True,False,False,False,True,True
1145,False,False,False,False,True,False,True
1146,False,False,False,False,True,False,True
1147,False,False,True,False,True,False,True
1148,False,True,False,True,False,False,True
1149,True,False,False,False,False,False,True
1150,False,False,False,False,False,False,True
1151,False,False,True,False,False,False,True
1152,True,True,False,False,False,False,False
1153,False,False,False,False,True,False,False
1154,True,False,True,False,False,False,True
1155,False,True,False,True,False,False,True
1156,False,False,False,False,False,False,False
1157,False,False,False,False,False,True,True
1158,False,False,True,False,False,False,True
1159,False,True,False,False,True,False,True
1160,True,False,False,False,False,False,True
1161,False,False,True,False,False,False,True
1162,False,True,False,True,False,False,True
1163,False,False,False,False,False,False,True
1164,False,False,False,False,False,False,True
1165,False,False,False,False,False,False,True
1166,False,False,True,False,False,False,True
1167,False,True,False,False,False,False,False
1168,True,False,False,False,False,False,True
1169,False,False,False,True,False,False,False
1170,False,False,False,False,False,True,True
1171,True,False,True,False,False,False,True
1172,False,True,False,False,False,False,True
1173,False,False,False,False,False,False,True
1174,False,False,True,False,False,False,True
1175,False,True,False,False,True,False,True
1176,True,False,False,True,False,False,True
1177,False,False,True,False,False,False,False
1178,False,True,False,False,False,False,False
1179,False,False,False,False,False,False,True
1180,True,False,False,False,False,False,False
1181,True,False,False,False,True,False,True
1182,True,False,True,False,True,False,False
1183,False,True,False,True,False,True,True
1184,False,False,False,False,False,False,True
1185,False,False,False,False,False,False,True
1186,False,False,True,False,False,False,True
1187,False,True,False,False,True,False,True
1188,True,False,False,False,True,False,True
1189,True,False,True,False,False,False,True
1190,False,True,False,True,False,False,True
1191,False,False,False,False,False,False,False
1192,False,False,True,False,False,False,False
1193,False,True,False,False,False,False,False
1194,False,False,False,False,True,False,False
1195,False,False,False,False,True,False,True
1196,False,False,True,False,False,True,True
1197,True,True,False,True,False,False,True
1198,False,False,False,False,False,False,True
1199,True,False,False,False,False,False,True
1200,False,False,False,False,False,False,True
1201,False,False,True,False,True,False,True
1202,False,True,False,False,False,False,True
1203,False,False,False,False,False,False,True
1204,False,False,True,True,False,False,False
1205,True,True,False,False,False,False,True
1206,False,False,False,False,False,False,False
1207,False,False,False,False,False,False,True
1208,False,False,False,False,True,False,True
1209,False,False,True,False,True,True,True
1210,False,True,False,False,True,False,True
1211,False,False,False,True,False,False,True
1212,False,False,True,False,False,False,True
1213,False,True,False,False,False,False,True
1214,True,False,False,False,False,False,True
1215,False,False,False,False,False,False,True
1216,False,False,False,False,True,False,False
1217,False,False,True,False,False,False,True
1218,False,True,False,True,False,False,False
1219,False,False,False,False,False,False,True
1220,False,False,False,False,False,False,False
1221,True,False,False,False,False,False,False
1222,False,False,True,False,True,True,True
1223,True,True,False,False,False,False,True
1224,False,False,False,False,False,False,True
1225,False,False,False,True,False,False,True
1226,False,False,True,False,False,False,True
1227,False,True,False,False,False,False,True
1228,False,False,False,False,False,False,True
1229,False,False,False,False,False,False,True
1230,False,False,True,False,True,False,False
1231,True,True,False,False,False,False,True
1232,False,False,False,True,False,False,True
1233,False,False,False,False,False,False,True
1234,False,False,True,False,False,False,True
1235,False,True,False,False,False,True,True
1236,False,False,False,False,False,False,True
1237,False,False,False,False,True,False,True
1238,False,False,True,False,False,False,True
1239,False,True,False,True,False,False,True
1240,False,False,False,False,False,False,True
1241,True,False,False,False,False,False,True
1242,False,False,True,False,False,False,False
1243,False,True,False,False,True,False,False
1244,False,False,False,False,True,False,True
1245,False,False,True,False,True,False,True
1246,False,True,False,True,False,False,True
1247,False,False,False,False,False,False,False
1248,False,False,False,False,False,True,True
1249,False,False,False,False,False,False,True
1250,True,False,True,False,False,False,True
1251,False,True,False,False,True,False,True
1252,False,False,False,False,True,False,True
1253,False,False,True,True,False,False,True
1254,False,True,False,False,False,False,True
1255,False,False,False,False,False,False,False
1256,False,False,False,False,False,False,True
1257,False,False,False,False,True,False,False
1258,False,False,True,False,True,False,False
1259,True,True,False,False,True,False,True
1260,False,False,False,True,False,False,False
1261,False,False,False,False,False,True,True
1262,False,False,False,False,False,False,True
1263,False,False,True,False,False,False,True
1264,False,True,False,False,True,False,True
1265,False,False,False,False,True,False,True
1266,False,False,False,False,True,False,True
1267,False,False,False,True,False,False,True
1268,True,False,True,False,False,False,False
1269,False,True,False,False,False,False,False
1270,False,False,False,False,False,False,False
1271,False,False,False,False,False,False,True
1272,True,False,True,False,False,False,False
1273,False,True,False,False,True,False,False
1274,False,False,False,True,False,True,True
1275,True,False,False,False,False,False,True
1276,False,False,False,False,False,False,True
1277,False,False,True,False,False,False,True
1278,False,True,False,False,False,False,True
1279,False,False,False,False,False,False,True
1280,False,False,False,False,True,False,True
1281,False,False,False,True,False,False,False
1282,False,False,True,False,False,False,True
1283,True,True,False,False,False,False,True
1284,False,False,False,False,False,False,True
1285,False,False,False,False,False,False,True
1286,False,False,True,False,True,False,True
1287,True,True,False,False,True,True,True
1288,False,False,False,True,False,False,True
1289,True,False,False,False,False,False,True
1290,False,False,False,False,False,False,True
1291,False,False,True,False,False,False,True
1292,False,True,False,False,False,False,True
1293,False,False,False,False,False,False,True
1294,False,False,True,False,True,False,True
1295,True,True,False,True,False,False,True
1296,False,False,False,False,False,False,True
1297,False,False,True,False,False,False,True
1298,False,True,False,False,False,False,False
1299,True,False,False,False,False,False,False
1300,False,False,True,False,True,True,True
1301,False,True,False,False,True,False,True
1302,False,False,False,True,False,False,True
1303,False,False,True,False,False,False,True
1304,True,True,False,False,False,False,True
1305,False,False,False,False,False,False,True
1306,True,False,False,False,False,False,True
1307,False,False,False,False,True,False,True
1308,False,False,True,False,False,False,True
1309,False,True,False,True,False,False,False
1310,False,False,False,False,False,False,True
1311,True,False,False,False,False,False,True
1312,False,False,True,False,False,False,True
1313,False,True,False,False,False,True,True
1314,False,False,False,False,True,False,True
1315,False,False,False,False,False,False,True
1316,False,False,True,True,False,False,True
1317,False,True,False,False,False,False,True
1318,False,False,False,False,False,False,True
1319,False,False,False,False,False,False,True
1320,True,False,False,False,True,False,True
1321,False,False,True,False,True,False,False
1322,False,True,False,False,True,False,False
1323,False,False,False,True,False,False,True
1324,False,False,False,False,False,False,True
1325,True,False,True,False,False,False,True
1326,False,True,False,False,False,True,True
1327,False,False,False,False,True,False,True
1328,False,False,False,False,True,False,True
1329,True,False,True,False,True,False,True
1330,False,True,False,True,False,False,True
1331,False,False,False,False,False,False,True
1332,False,False,False,False,False,False,True
1333,False,False,False,False,False,False,True
1334,False,False,True,False,False,False,False
1335,False,True,False,False,True,False,False
1336,False,False,False,False,False,False,False
1337,False,False,False,True,False,False,False
1338,False,False,False,False,False,False,False
1339,True,False,True,False,False,True,True
1340,False,True,False,False,False,False,True
1341,False,False,False,False,False,False,True
1342,False,False,True,False,False,False,True
1343,False,True,False,False,False,False,True
1344,False,False,False,True,False,False,True
1345,False,False,False,False,False,False,True
1346,False,False,True,False,False,False,False
1347,False,True,False,False,False,False,False
1348,True,False,False,False,True,False,True
1349,False,False,True,False,False,False,False
1350,False,True,False,False,False,False,True
1351,False,False,False,True,False,False,False
1352,True,False,True,False,False,True,True
1353,False,True,False,False,False,False,True
1354,False,False,False,False,False,False,True
1355,False,False,True,False,True,False,True
1356,False,True,False,False,True,False,True
1357,False,False,False,False,True,False,True
1358,False,False,True,True,False,False,True
1359,False,True,False,False,False,False,False
1360,True,False,False,False,False,False,True
1361,False,False,False,False,False,False,True
1362,False,False,False,False,False,False,True
1363,False,False,True,False,True,False,True
1364,False,True,False,False,True,False,True
1365,False,False,False,True,False,True,True
1366,True,False,False,False,False,False,True
1367,False,False,False,False,False,False,True
1368,False,False,True,False,False,False,True
1369,False,True,False,False,True,False,True
1370,False,False,False,False,True,False,True
1371,False,False,True,False,False,False,True
1372,True,True,False,True,False,False,False
1373,False,False,False,False,False,False,False
1374,False,False,False,False,False,False,False
1375,False,False,True,False,False,False,True
1376,False,True,False,False,False,False,True
1377,False,False,False,False,False,False,False
1378,False,False,True,False,True,True,True
1379,False,True,False,True,False,False,True
1380,True,False,False,False,False,False,True
1381,False,False,True,False,False,False,True
1382,True,True,False,False,False,False,True
1383,False,False,False,False,False,False,True
1384,False,False,True,False,False,False,True
1385,False,True,False,False,True,False,True
1386,True,False,False,True,False,False,True
1387,False,False,True,False,False,False,True
1388,False,True,False,False,False,False,True
1389,False,False,False,False,False,False,True
1390,False,False,False,False,True,False,True
1391,False,False,False,False,False,True,True
1392,True,False,True,False,False,False,True
1393,False,True,False,True,False,False,True
1394,False,False,False,False,False,False,True
1395,False,False,True,False,False,False,True
1396,False,True,False,False,False,False,True
1397,False,False,False,False,False,False,True
1398,False,False,True,False,False,False,False
1399,False,True,False,False,True,False,False
1400,False,False,False,True,False,False,False
1401,True,False,False,False,False,False,False
1402,False,False,False,False,False,False,True
1403,False,False,True,False,False,False,False
1404,False,True,False,False,False,True,True
1405,False,False,False,False,True,False,True
1406,False,False,False,False,True,False,True
1407,False,False,True,True,False,False,True
1408,False,True,False,False,False,False,True
1409,False,False,False,False,False,False,True
1410,False,False,False,False,False,False,True
1411,True,False,False,False,False,False,False
1412,False,False,True,False,False,False,False
1413,False,True,False,False,False,False,False
1414,False,False,False,True,False,False,True
1415,True,False,False,False,False,False,True
1416,False,False,True,False,False,False,True
1417,False,True,False,False,False,True,True
1418,False,False,False,False,True,False,True
1419,False,False,True,False,True,False,True
1420,False,True,False,False,True,False,True
1421,False,False,False,True,False,False,True
1422,False,False,True,False,False,False,True
1423,False,True,False,False,False,False,True
1424,True,False,False,False,False,False,True
1425,False,False,False,False,False,False,False
1426,False,False,True,False,False,False,False
1427,False,True,False,False,False,False,True
1428,False,False,False,True,False,False,True
1429,False,False,True,False,False,False,False
1430,False,True,False,False,False,True,True
1431,False,False,False,False,False,False,True
1432,True,False,False,False,True,False,True
1433,False,False,False,False,True,False,True
1434,False,False,True,False,False,False,True
1435,False,True,False,True,False,False,True
1436,False,False,False,False,False,False,True
1437,False,False,False,False,False,False,True
1438,True,False,True,False,False,False,False
1439,False,True,False,False,False,False,True
1440,False,False,False,False,False,False,True
1441,False,False,False,False,True,False,False
1442,False,False,False,True,False,False,True
1443,False,False,True,False,False,True,True
1444,False,True,False,False,False,False,True
1445,False,False,False,False,False,False,True
1446,True,False,False,False,False,False,True
1447,False,False,False,False,False,False,True
1448,False,False,True,False,False,False,True
1449,False,True,False,True,False,False,True
1450,False,False,False,False,False,False,True
1451,False,False,False,False,False,False,False
1452,True,False,False,False,False,False,True
1453,False,False,True,False,True,False,False
1454,False,True,False,False,False,False,False
1455,False,False,False,False,True,False,False
1456,False,False,False,True,False,True,True
1457,False,False,True,False,False,False,True
1458,False,True,False,False,False,False,True
1459,False,False,False,False,False,False,True
1460,True,False,True,False,False,False,True
1461,False,True,False,False,False,False,True
1462,False,False,False,False,True,False,True
1463,False,False,True,True,False,False,True
1464,False,True,False,False,False,False,True
1465,False,False,False,False,False,False,False
1466,True,False,True,False,False,False,True
1467,False,True,False,False,True,False,True
1468,False,False,False,False,True,False,False
1469,False,False,False,False,True,True,True
1470,False,False,True,True,False,False,True
1471,False,True,False,False,False,False,True
1472,False,False,False,False,False,False,True
1473,False,False,True,False,False,False,True
1474,False,True,False,False,False,False,True
1475,False,False,False,False,False,False,True
1476,True,False,False,False,False,False,False
1477,False,False,True,True,False,False,False
1478,False,True,False,False,False,False,True
1479,False,False,False,False,False,False,True
1480,False,False,False,False,False,False,False
1481,False,False,False,False,True,False,True
1482,False,False,True,False,False,True,True
1483,False,True,False,False,False,False,True
1484,False,False,False,True,False,False,True
1485,True,False,False,False,False,False,True
1486,False,False,False,False,False,False,True
1487,False,False,True,False,False,False,True
1488,True,True,False,False,True,False,True
1489,True,False,False,False,True,False,True
1490,False,False,False,False,True,False,False
1491,False,False,True,True,False,False,True
1492,False,True,False,False,False,False,False
1493,False,False,False,False,False,False,True
1494,True,False,True,False,False,False,False
1495,True,True,False,False,False,True,True
1496,False,False,False,False,False,False,True
1497,False,False,False,False,True,False,True
1498,False,False,False,True,False,False,True
1499,True,False,True,False,False,False,True
1500,False,True,False,False,False,False,True
1501,False,False,False,False,False,False,True
1502,False,False,False,False,False,False,False
1503,False,False,True,False,True,False,True
1504,False,True,False,False,True,False,True
1505,False,False,False,True,False,False,False
1506,False,False,False,False,False,False,True
1507,False,False,True,False,False,False,False
1508,False,True,False,False,False,True,True
1509,True,False,False,False,False,False,True
1510,False,False,False,False,True,False,True
1511,False,False,True,False,True,False,True
1512,False,True,False,True,False,False,True
1513,False,False,False,False,False,False,True
1514,True,False,True,False,False,False,True
1515,False,True,False,False,False,False,False
1516,True,False,False,False,False,False,True
1517,False,False,True,False,False,False,False
1518,False,True,False,False,False,False,True
1519,True,False,False,True,False,False,False
1520,True,False,False,False,False,False,True
1521,False,False,True,False,False,True,True
1522,False,True,False,False,False,False,True
1523,False,False,False,False,True,False,True
1524,True,False,True,False,False,False,True
1525,False,True,False,False,True,False,True
1526,False,False,False,True,False,False,True
1527,False,False,False,False,False,False,True
1528,False,False,True,False,False,False,True
1529,False,True,False,False,False,False,False
1530,False,False,False,False,False,False,True
1531,False,False,True,False,False,False,False
1532,False,True,False,False,False,False,False
1533,True,False,False,True,False,False,True
1534,False,False,False,False,False,True,True
1535,False,False,False,False,False,False,True
1536,True,False,True,False,False,False,True
1537,False,True,False,False,False,False,True
1538,False,False,False,False,True,False,True
1539,False,False,False,False,True,False,True
1540,True,False,True,True,False,False,True
1541,False,True,False,False,False,False,True
1542,True,False,False,False,False,False,True
1543,False,False,False,False,False,False,True
1544,False,False,False,False,False,False,False
1545,False,False,True,False,False,False,False
1546,False,True,False,False,True,False,False
1547,False,False,False,True,False,True,True
1548,False,False,True,False,False,False,True
1549,False,True,False,False,False,False,True
1550,False,False,False,False,False,False,True
1551,True,False,False,False,True,False,True
1552,False,False,False,False,True,False,True
1553,False,False,True,False,False,False,True
1554,False,True,False,True,False,False,False
1555,True,False,False,False,False,False,False
1556,False,False,True,False,False,False,False
1557,False,True,False,False,False,False,True
1558,True,False,False,False,True,False,True
1559,False,False,True,False,True,False,False
1560,False,True,False,False,True,True,True
1561,False,False,False,True,False,False,True
1562,False,False,False,False,False,False,True
1563,False,False,False,False,False,False,True
1564,True,False,True,False,False,False,True
1565,False,True,False,False,True,False,True
1566,True,False,False,False,True,False,True
1567,True,False,False,False,False,False,False
1568,False,False,False,True,False,False,False
1569,False,False,True,False,False,False,True
1570,False,True,False,False,False,False,False
1571,True,False,False,False,False,False,False
1572,False,False,True,False,False,False,False
1573,False,True,False,False,True,True,True
1574,False,False,False,False,False,False,True
1575,False,False,True,True,False,False,True
1576,False,True,False,False,False,False,True
1577,False,False,False,False,False,False,True
1578,False,False,True,False,False,False,True
1579,False,True,False,False,False,False,True
1580,True,False,False,False,True,False,True
1581,False,False,False,False,True,False,True
1582,False,False,False,True,False,False,False
1583,False,False,True,False,False,False,True
1584,False,True,False,False,False,False,False
1585,False,False,False,False,False,False,False
1586,False,False,True,False,False,True,True
1587,False,True,False,False,True,False,True
1588,False,False,False,False,True,False,True
1589,True,False,False,True,False,False,True
1590,False,False,False,False,False,False,True
1591,True,False,True,False,False,False,True
1592,True,True,False,False,False,False,True
1593,False,False,False,False,True,False,True
1594,False,False,False,False,True,False,False
1595,False,False,False,False,False,False,True
1596,True,False,True,True,False,False,True
1597,False,True,False,False,False,False,False
1598,False,False,False,False,False,False,True
1599,False,False,False,False,False,True,True
1600,False,False,False,False,True,False,True
1601,False,False,True,False,True,False,True
1602,False,True,False,False,False,False,True
1603,False,False,False,True,False,False,True
1604,True,False,False,False,False,False,True
1605,False,False,False,False,False,False,True
1606,False,False,True,False,False,False,True
1607,False,True,False,False,False,False,False
1608,False,False,False,False,True,False,False
1609,False,False,False,False,True,False,False
1610,False,False,False,True,False,False,True
1611,True,False,True,False,False,False,True
1612,True,True,False,False,False,True,True
1613,False,False,False,False,False,False,True
1614,False,False,False,False,False,False,True
1615,True,False,False,False,True,False,True
1616,False,False,True,False,False,False,True
1617,False,True,False,True,False,False,True
1618,False,False,False,False,False,False,True
1619,False,False,True,False,False,False,False
1620,False,True,False,False,False,False,True
1621,False,False,False,False,False,False,True
1622,True,False,False,False,False,False,True
1623,False,False,False,False,True,False,False
1624,False,False,True,True,False,False,True
1625,True,True,False,False,False,True,True
1626,True,False,False,False,False,False,True
1627,False,False,False,False,False,False,True
1628,False,False,True,False,False,False,True
1629,False,True,False,False,False,False,True
1630,False,False,False,False,False,False,True
1631,False,False,True,True,False,False,True
1632,False,True,False,False,False,False,True
1633,True,False,False,False,False,False,False
1634,False,False,True,False,False,False,True
1635,False,True,False,False,False,False,False
1636,False,False,False,False,False,False,False
1637,False,False,False,False,True,False,True
1638,False,False,True,True,False,True,True
1639,False,True,False,False,False,False,True
1640,False,False,False,False,False,False,True
1641,False,False,False,False,False,False,True
1642,False,False,True,False,False,False,True
1643,True,True,False,False,True,False,True
1644,True,False,False,False,True,False,True
1645,False,False,False,True,False,False,False
1646,False,False,False,False,False,False,False
1647,False,False,True,False,False,False,True
1648,False,True,False,False,False,False,True
1649,False,False,False,False,True,False,False
1650,False,False,False,False,True,False,False
1651,False,False,False,False,False,True,True
1652,False,False,True,True,False,False,True
1653,False,True,False,False,False,False,True
1654,True,False,False,False,False,False,True
1655,False,False,False,False,False,False,True
1656,False,False,False,False,True,False,True
1657,False,False,True,False,False,False,True
1658,False,True,False,False,True,False,True
1659,False,False,False,True,False,False,True
1660,True,False,False,False,False,False,False
1661,False,False,True,False,False,False,False
1662,False,True,False,False,False,False,False
1663,False,False,False,False,False,False,True
1664,False,False,False,False,True,True,True
1665,True,False,False,False,False,False,True
1666,False,False,True,True,False,False,True
1667,False,True,False,False,False,False,True
1668,True,False,False,False,False,False,True
1669,False,False,False,False,False,False,True
1670,False,False,True,False,False,False,True
1671,False,True,False,False,True,False,False
1672,False,False,False,False,True,False,False
1673,False,False,True,True,False,False,False
1674,True,True,False,False,False,False,False
1675,False,False,False,False,False,False,True
1676,False,False,False,False,False,False,True
1677,False,False,False,False,False,True,True
1678,False,False,True,False,True,False,True
1679,False,True,False,False,False,False,True
1680,True,False,False,True,False,False,True
1681,False,False,False,False,False,False,True
1682,False,False,False,False,False,False,True
1683,False,False,True,False,False,False,True
1684,True,True,False,False,True,False,False
1685,True,False,False,False,True,False,False
1686,False,False,True,False,True,False,False
1687,True,True,False,True,False,False,True
1688,False,False,False,False,False,False,True
1689,False,False,False,False,False,False,False
1690,False,False,False,False,False,True,True
1691,False,False,True,False,True,False,True
1692,False,True,False,False,True,False,True
1693,False,False,False,False,True,False,True
1694,False,False,False,True,False,False,True
1695,True,False,False,False,False,False,True
1696,False,False,True,False,False,False,True
1697,False,True,False,False,False,False,True
1698,False,False,False,False,True,False,False
1699,False,False,False,False,False,False,True
1700,False,False,True,False,False,False,True
1701,False,True,False,True,False,False,True
1702,True,False,False,False,False,False,True
