ts,p,r,s,q,n,x,y
872,false,false,true,false,true,false,true
873,false,true,false,false,false,false,true
874,false,false,false,false,false,false,true
875,false,false,false,true,false,false,true
876,false,false,true,false,false,false,true
877,false,true,false,false,false,false,true
878,false,false,false,false,false,false,true
879,false,false,false,false,true,false,false
880,true,false,true,false,true,false,false
881,false,true,false,false,true,false,false
882,false,false,false,true,false,false,true
883,true,false,false,false,false,false,false
884,false,false,true,false,false,true,true
885,false,true,false,false,false,false,true
886,false,false,false,false,false,false,true
887,false,false,false,false,true,false,true
888,false,false,false,false,true,false,true
889,false,false,true,true,false,false,true
890,true,true,false,false,false,false,true
891,false,false,false,false,false,false,false
892,false,false,true,false,false,false,true
893,false,true,false,false,false,false,true
894,false,false,false,false,false,false,true
895,true,false,false,false,true,false,true
896,true,false,false,true,false,false,false
897,false,false,true,false,false,true,true
898,false,true,false,false,false,false,true
899,false,false,false,false,false,false,true
900,false,false,true,false,true,false,true
901,false,true,false,false,true,false,true
902,true,false,false,false,true,false,true
903,false,false,true,true,false,false,true
904,false,true,false,false,false,false,true
905,false,false,false,false,false,false,false
906,false,false,true,false,false,false,true
907,false,true,false,false,false,false,true
908,false,false,false,false,true,false,false
909,false,false,true,false,false,false,false
910,false,true,false,true,false,true,true
911,true,false,false,false,false,false,true
912,false,false,false,false,false,false,true
913,false,false,false,false,false,false,true
914,false,false,true,false,true,false,true
915,false,true,false,false,true,false,true
916,true,false,false,false,false,false,true
917,false,false,false,true,false,false,true
918,false,false,false,false,false,false,false
919,false,false,true,false,false,false,false
920,false,true,false,false,false,false,false
921,false,false,false,false,true,false,true
922,false,false,false,false,false,false,true
923,false,false,true,false,false,true,true
924,false,true,false,true,false,false,true
925,false,false,false,false,false,false,true
926,true,false,false,false,false,false,true
927,false,false,true,false,false,false,true
928,false,true,false,false,false,false,true
929,false,false,false,false,true,false,true
930,false,false,false,false,false,false,false
931,false,false,false,true,false,false,true
932,false,false,true,false,false,false,false
933,false,true,false,false,false,false,false
934,true,false,false,false,false,false,true
935,false,false,false,false,false,false,true
936,false,false,true,false,false,true,true
937,false,true,false,false,true,false,true
938,false,false,false,true,false,false,true
939,true,false,false,false,false,false,true
940,false,false,false,false,false,false,true
941,false,false,true,false,false,false,true
942,true,true,false,false,false,false,true
943,false,false,false,false,false,false,false
944,false,false,false,false,true,false,false
945,false,false,false,true,false,false,true
946,false,false,true,false,false,false,false
947,true,true,false,false,false,false,true
948,false,false,false,false,false,false,true
949,false,false,false,false,false,true,true
950,false,false,true,false,true,false,true
951,false,true,false,false,true,false,true
952,false,false,false,true,false,false,true
953,false,false,false,false,false,false,true
954,true,false,false,false,false,false,true
955,false,false,true,false,false,false,true
956,false,true,false,false,true,false,false
957,false,false,false,false,true,false,false
958,false,false,false,false,false,false,true
959,false,false,true,true,false,false,true
960,true,true,false,false,false,false,true
961,false,false,false,false,false,false,false
962,true,false,true,false,false,true,true
963,false,true,false,false,true,false,true
964,true,false,false,false,true,false,true
965,false,false,true,false,false,false,true
966,false,true,false,true,false,false,true
967,false,false,false,false,false,false,true
968,false,false,true,false,false,false,true
969,true,true,false,false,false,false,true
970,false,false,false,false,true,false,false
971,false,false,true,false,false,false,true
972,false,true,false,false,false,false,false
973,false,false,false,true,false,false,true
974,false,false,true,false,false,false,false
975,true,true,false,false,false,true,true
976,false,false,false,false,false,false,true
977,false,false,false,false,false,false,true
978,false,false,false,false,true,false,true
979,false,false,true,false,true,false,true
980,false,true,false,true,false,false,true
981,false,false,false,false,false,false,true
982,true,false,false,false,false,false,false
983,false,false,false,false,false,false,false
984,false,false,true,false,true,false,true
985,false,true,false,false,true,false,false
986,false,false,false,false,true,false,false
987,false,false,false,true,false,false,true
988,false,false,false,false,false,true,true
989,false,false,true,false,false,false,true
990,false,true,false,false,false,false,true
991,true,false,false,false,true,false,true
992,false,false,false,false,false,false,true
993,false,false,true,false,true,false,true
994,true,true,false,true,false,false,true
995,false,false,false,false,false,false,true
996,false,false,true,false,false,false,false
997,true,true,false,false,false,false,true
998,false,false,false,false,false,false,false
999,false,false,true,false,false,false,false
1000,false,true,false,false,false,false,false
1001,false,false,false,true,false,true,true
1002,false,false,true,false,false,false,true
1003,true,true,false,false,false,false,true
1004,false,false,false,false,false,false,true
1005,false,false,true,false,true,false,true
1006,false,true,false,false,true,false,true
1007,false,false,false,false,false,false,true
1008,false,false,false,true,false,false,true
1009,false,false,false,false,false,false,false
1010,true,false,true,false,false,false,false
1011,false,true,false,false,false,false,true
1012,false,false,false,false,true,false,false
1013,false,false,false,false,false,false,false
1014,true,false,true,false,true,true,true
1015,false,true,false,true,false,false,true
1016,false,false,false,false,false,false,true
1017,false,false,false,false,false,false,true
1018,false,false,false,false,false,false,true
1019,false,false,true,false,false,false,true
1020,false,true,false,false,false,false,true
1021,false,false,false,false,false,false,false
1022,true,false,true,true,false,false,false
1023,false,true,false,false,false,false,false
1024,false,false,false,false,false,false,false
1025,false,false,false,false,false,false,true
1026,false,false,true,false,false,false,true
1027,false,true,false,false,true,true,true
1028,false,false,false,false,true,false,true
1029,false,false,false,true,false,false,true
1030,true,false,false,false,false,false,true
1031,false,false,true,false,false,false,true
1032,false,true,false,false,false,false,true
1033,false,false,false,false,false,false,true
1034,false,false,true,false,true,false,true
1035,false,true,false,false,true,false,true
1036,false,false,false,true,false,false,false
1037,false,false,false,false,false,false,true
1038,false,false,true,false,false,false,false
1039,true,true,false,false,false,false,false
1040,false,false,false,false,true,true,true
1041,false,false,true,false,true,false,true
1042,false,true,false,false,false,false,true
1043,false,false,false,true,false,false,true
1044,false,false,false,false,false,false,true
1045,true,false,true,false,false,false,true
1046,false,true,false,false,false,false,true
1047,true,false,false,false,true,false,false
1048,false,false,false,false,false,false,true
1049,true,false,false,false,false,false,false
1050,true,false,true,true,false,false,false
1051,false,true,false,false,false,false,true
1052,false,false,false,false,false,false,true
1053,false,false,false,false,false,true,true
1054,false,false,false,false,true,false,true
1055,false,false,true,false,false,false,true
1056,true,true,false,false,false,false,true
1057,false,false,false,true,false,false,true
1058,false,false,true,false,false,false,true
1059,false,true,false,false,false,false,true
1060,false,false,false,false,false,false,false
1061,true,false,true,false,false,false,true
1062,false,true,false,false,true,false,false
1063,false,false,false,false,false,false,true
1064,false,false,false,true,false,false,true
1065,false,false,true,false,false,false,true
1066,true,true,false,false,false,true,true
1067,false,false,false,false,false,false,true
1068,false,false,true,false,true,false,true
1069,false,true,false,false,false,false,true
1070,false,false,false,false,false,false,true
1071,false,false,false,true,false,false,true
1072,true,false,false,false,false,false,true
1073,false,false,true,false,false,false,false
1074,false,true,false,false,false,false,true
1075,false,false,false,false,false,false,false
1076,false,false,false,false,false,false,false
1077,false,false,true,false,true,false,true
1078,false,true,false,true,false,false,false
1079,false,false,false,false,false,true,true
1080,false,false,true,false,false,false,true
1081,true,true,false,false,false,false,true
1082,true,false,false,false,false,false,true
1083,false,false,true,false,true,false,true
1084,false,true,false,false,false,false,true
1085,false,false,false,true,false,false,true
1086,false,false,true,false,false,false,false
1087,true,true,false,false,false,false,true
1088,true,false,false,false,false,false,true
1089,false,false,false,false,false,false,false
1090,true,false,true,false,false,false,true
1091,false,true,false,false,false,false,false
1092,false,false,false,true,false,true,true
1093,false,false,true,false,false,false,true
1094,false,true,false,false,false,false,true
1095,false,false,false,false,false,false,true
1096,false,false,false,false,true,false,true
1097,true,false,true,false,false,false,true
1098,false,true,false,false,true,false,true
1099,false,false,false,true,false,false,true
1100,false,false,false,false,false,false,false
1101,false,false,true,false,false,false,true
1102,true,true,false,false,false,false,false
1103,false,false,false,false,false,false,true
1104,false,false,false,false,true,false,true
1105,false,false,true,false,false,true,true
1106,true,true,false,true,false,false,true
1107,false,false,false,false,false,false,true
1108,false,false,false,false,false,false,true
1109,false,false,false,false,false,false,true
1110,false,false,true,false,true,false,true
1111,false,true,false,false,true,false,true
1112,false,false,false,false,false,false,true
1113,true,false,false,true,false,false,true
1114,false,false,false,false,false,false,false
1115,false,false,true,false,false,false,false
1116,true,true,false,false,false,false,false
1117,false,false,false,false,true,false,false
1118,false,false,false,false,false,true,true
1119,false,false,true,false,false,false,true
1120,false,true,false,true,false,false,true
1121,false,false,false,false,false,false,true
1122,false,false,false,false,false,false,true
1123,false,false,false,false,false,false,true
1124,false,false,true,false,true,false,true
1125,true,true,false,false,false,false,true
1126,false,false,false,false,false,false,false
1127,false,false,true,true,false,false,true
1128,false,true,false,false,false,false,true
1129,true,false,false,false,false,false,false
1130,true,false,true,false,false,false,true
1131,false,true,false,false,true,true,true
1132,false,false,false,false,false,false,true
1133,false,false,false,false,false,false,true
1134,false,false,true,true,false,false,true
1135,false,true,false,false,false,false,true
1136,true,false,false,false,false,false,true
1137,false,false,false,false,false,false,true
1138,false,false,false,false,false,false,false
1139,true,false,true,false,false,false,true
1140,false,true,false,false,false,false,false
1141,false,false,false,true,false,false,true
1142,false,false,false,false,false,false,true
1143,false,false,true,false,false,false,false
1144,false,true,false,false,false,true,true
1145,false,false,false,false,true,false,true
1146,false,false,false,false,true,false,true
1147,false,false,true,false,true,false,true
1148,false,true,false,true,false,false,true
1149,true,false,false,false,false,false,true
1150,false,false,false,false,false,false,true
1151,false,false,true,false,false,false,true
1152,true,true,false,false,false,false,false
1153,false,false,false,false,true,false,false
1154,true,false,true,false,false,false,true
1155,false,true,false,true,false,false,true
1156,false,false,false,false,false,false,false
1157,false,false,false,false,false,true,true
1158,false,false,true,false,false,false,true
1159,false,true,false,false,true,false,true
1160,true,false,false,false,false,false,true
1161,false,false,true,false,false,false,true
1162,false,true,false,true,false,false,true
1163,false,false,false,false,false,false,true
1164,false,false,false,false,false,false,true
1165,false,false,false,false,false,false,true
1166,false,false,true,false,false,false,true
1167,false,true,false,false,false,false,false
1168,true,false,false,false,false,false,true
1169,false,false,false,true,false,false,false
1170,false,false,false,false,false,true,true
1171,true,false,true,false,false,false,true
1172,false,true,false,false,false,false,true
1173,false,false,false,false,false,false,true
1174,false,false,true,false,false,false,true
1175,false,true,false,false,true,false,true
1176,true,false,false,true,false,false,true
1177,false,false,true,false,false,false,false
1178,false,true,false,false,false,false,false
1179,false,false,false,false,false,false,true
1180,true,false,false,false,false,false,false
1181,true,false,false,false,true,false,true
1182,true,false,true,false,true,false,false
1183,false,true,false,true,false,true,true
1184,false,false,false,false,false,false,true
1185,false,false,false,false,false,false,true
1186,false,false,true,false,false,false,true
1187,false,true,false,false,true,false,true
1188,true,false,false,false,true,false,true
1189,true,false,true,false,false,false,true
1190,false,true,false,true,false,false,true
1191,false,false,false,false,false,false,false
1192,false,false,true,false,false,false,false
1193,false,true,false,false,false,false,false
1194,false,false,false,false,true,false,false
1195,false,false,false,false,true,false,true
1196,false,false,true,false,false,true,true
1197,true,true,false,true,false,false,true
1198,false,false,false,false,false,false,true
1199,true,false,false,false,false,false,true
1200,false,false,false,false,false,false,true
1201,false,false,true,false,true,false,true
1202,false,true,false,false,false,false,true
1203,false,false,false,false,false,false,true
1204,false,false,true,true,false,false,false
1205,true,true,false,false,false,false,true
1206,false,false,false,false,false,false,false
1207,false,false,false,false,false,false,true
1208,false,false,false,false,true,false,true
1209,false,false,true,false,true,true,true
1210,false,true,false,false,true,false,true
1211,false,false,false,true,false,false,true
1212,false,false,true,false,false,false,true
1213,false,true,false,false,false,false,true
1214,true,false,false,false,false,false,true
1215,false,false,false,false,false,false,true
1216,false,false,false,false,true,false,false
1217,false,false,true,false,false,false,true
1218,false,true,false,true,false,false,false
1219,false,false,false,false,false,false,true
1220,false,false,false,false,false,false,false
1221,true,false,false,false,false,false,false
1222,false,false,true,false,true,true,true
1223,true,true,false,false,false,false,true
1224,false,false,false,false,false,false,true
1225,false,false,false,true,false,false,true
1226,false,false,true,false,false,false,true
1227,false,true,false,false,false,false,true
1228,false,false,false,false,false,false,true
1229,false,false,false,false,false,false,true
1230,false,false,true,false,true,false,false
1231,true,true,false,false,false,false,true
1232,false,false,false,true,false,false,true
1233,false,false,false,false,false,false,true
1234,false,false,true,false,false,false,true
1235,false,true,false,false,false,true,true
1236,false,false,false,false,false,false,true
1237,false,false,false,false,true,false,true
1238,false,false,true,false,false,false,true
1239,false,true,false,true,false,false,true
1240,false,false,false,false,false,false,true
1241,true,false,false,false,false,false,true
1242,false,false,true,false,false,false,false
1243,false,true,false,false,true,false,false
1244,false,false,false,false,true,false,true
1245,false,false,true,false,true,false,true
1246,false,true,false,true,false,false,true
1247,false,false,false,false,false,false,false
1248,false,false,false,false,false,true,true
1249,false,false,false,false,false,false,true
1250,true,false,true,false,false,false,true
1251,false,true,false,false,true,false,true
1252,false,false,false,false,true,false,true
1253,false,false,true,true,false,false,true
1254,false,true,false,false,false,false,true
1255,false,false,false,false,false,false,false
1256,false,false,false,false,false,false,true
1257,false,false,false,false,true,false,false
1258,false,false,true,false,true,false,false
1259,true,true,false,false,true,false,true
1260,false,false,false,true,false,false,false
1261,false,false,false,false,false,true,true
1262,false,false,false,false,false,false,true
1263,false,false,true,false,false,false,true
1264,false,true,false,false,true,false,true
1265,false,false,false,false,true,false,true
1266,false,false,false,false,true,false,true
1267,false,false,false,true,false,false,true
1268,true,false,true,false,false,false,false
1269,false,true,false,false,false,false,false
1270,false,false,false,false,false,false,false
1271,false,false,false,false,false,false,true
1272,true,false,true,false,false,false,false
1273,false,true,false,false,true,false,false
1274,false,false,false,true,false,true,true
1275,true,false,false,false,false,false,true
1276,false,false,false,false,false,false,true
1277,false,false,true,false,false,false,true
1278,false,true,false,false,false,false,true
1279,false,false,false,false,false,false,true
1280,false,false,false,false,true,false,true
1281,false,false,false,true,false,false,false
1282,false,false,true,false,false,false,true
1283,true,true,false,false,false,false,true
1284,false,false,false,false,false,false,true
1285,false,false,false,false,false,false,true
1286,false,false,true,false,true,false,true
1287,true,true,false,false,true,true,true
1288,false,false,false,true,false,false,true
1289,true,false,false,false,false,false,true
1290,false,false,false,false,false,false,true
1291,false,false,true,false,false,false,true
1292,false,true,false,false,false,false,true
1293,false,false,false,false,false,false,true
1294,false,false,true,false,true,false,true
1295,true,true,false,true,false,false,true
1296,false,false,false,false,false,false,true
1297,false,false,true,false,false,false,true
1298,false,true,false,false,false,false,false
1299,true,false,false,false,false,false,false
1300,false,false,true,false,true,true,true
1301,false,true,false,false,true,false,true
1302,false,false,false,true,false,false,true
1303,false,false,true,false,false,false,true
1304,true,true,false,false,false,false,true
1305,false,false,false,false,false,false,true
1306,true,false,false,false,false,false,true
1307,false,false,false,false,true,false,true
1308,false,false,true,false,false,false,true
1309,false,true,false,true,false,false,false
1310,false,false,false,false,false,false,true
1311,true,false,false,false,false,false,true
1312,false,false,true,false,false,false,true
1313,false,true,false,false,false,true,true
1314,false,false,false,false,true,false,true
1315,false,false,false,false,false,false,true
1316,false,false,true,true,false,false,true
1317,false,true,false,false,false,false,true
1318,false,false,false,false,false,false,true
1319,false,false,false,false,false,false,true
1320,true,false,false,false,true,false,true
1321,false,false,true,false,true,false,false
1322,false,true,false,false,true,false,false
1323,false,false,false,true,false,false,true
1324,false,false,false,false,false,false,true
1325,true,false,true,false,false,false,true
1326,false,true,false,false,false,true,true
1327,false,false,false,false,true,false,true
1328,false,false,false,false,true,false,true
1329,true,false,true,false,true,false,true
1330,false,true,false,true,false,false,true
1331,false,false,false,false,false,false,true
1332,false,false,false,false,false,false,true
1333,false,false,false,false,false,false,true
1334,false,false,true,false,false,false,false
1335,false,true,false,false,true,false,false
1336,false,false,false,false,false,false,false
1337,false,false,false,true,false,false,false
1338,false,false,false,false,false,false,false
1339,true,false,true,false,false,true,true
1340,false,true,false,false,false,false,true
1341,false,false,false,false,false,false,true
1342,false,false,true,false,false,false,true
1343,false,true,false,false,false,false,true
1344,false,false,false,true,false,false,true
1345,false,false,false,false,false,false,true
1346,false,false,true,false,false,false,false
1347,false,true,false,false,false,false,false
1348,true,false,false,false,true,false,true
1349,false,false,true,false,false,false,false
1350,false,true,false,false,false,false,true
1351,false,false,false,true,false,false,false
1352,true,false,true,false,false,true,true
1353,false,true,false,false,false,false,true
1354,false,false,false,false,false,false,true
1355,false,false,true,false,true,false,true
1356,false,true,false,false,true,false,true
1357,false,false,false,false,true,false,true
1358,false,false,true,true,false,false,true
1359,false,true,false,false,false,false,false
1360,true,false,false,false,false,false,true
1361,false,false,false,false,false,false,true
1362,false,false,false,false,false,false,true
1363,false,false,true,false,true,false,true
1364,false,true,false,false,true,false,true
1365,false,false,false,true,false,true,true
1366,true,false,false,false,false,false,true
1367,false,false,false,false,false,false,true
1368,false,false,true,false,false,false,true
1369,false,true,false,false,true,false,true
1370,false,false,false,false,true,false,true
1371,false,false,true,false,false,false,true
1372,true,true,false,true,false,false,false
1373,false,false,false,false,false,false,false
1374,false,false,false,false,false,false,false
1375,false,false,true,false,false,false,true
1376,false,true,false,false,false,false,true
1377,false,false,false,false,false,false,false
1378,false,false,true,false,true,true,true
1379,false,true,false,true,false,false,true
1380,true,false,false,false,false,false,true
1381,false,false,true,false,false,false,true
1382,true,true,false,false,false,false,true
1383,false,false,false,false,false,false,true
1384,false,false,true,false,false,false,true
1385,false,true,false,false,true,false,true
1386,true,false,false,true,false,false,true
1387,false,false,true,false,false,false,true
1388,false,true,false,false,false,false,true
1389,false,false,false,false,false,false,true
1390,false,false,false,false,true,false,true
1391,false,false,false,false,false,true,true
1392,true,false,true,false,false,false,true
1393,false,true,false,true,false,false,true
1394,false,false,false,false,false,false,true
1395,false,false,true,false,false,false,true
1396,false,true,false,false,false,false,true
1397,false,false,false,false,false,false,true
1398,false,false,true,false,false,false,false
1399,false,true,false,false,true,false,false
1400,false,false,false,true,false,false,false
1401,true,false,false,false,false,false,false
1402,false,false,false,false,false,false,true
1403,false,false,true,false,false,false,false
1404,false,true,false,false,false,true,true
1405,false,false,false,false,true,false,true
1406,false,false,false,false,true,false,true
1407,false,false,true,true,false,false,true
1408,false,true,false,false,false,false,true
1409,false,false,false,false,false,false,true
1410,false,false,false,false,false,false,true
1411,true,false,false,false,false,false,false
1412,false,false,true,false,false,false,false
1413,false,true,false,false,false,false,false
1414,false,false,false,true,false,false,true
1415,true,false,false,false,false,false,true
1416,false,false,true,false,false,false,true
1417,false,true,false,false,false,true,true
1418,false,false,false,false,true,false,true
1419,false,false,true,false,true,false,true
1420,false,true,false,false,true,false,true
1421,false,false,false,true,false,false,true
1422,false,false,true,false,false,false,true
1423,false,true,false,false,false,false,true
1424,true,false,false,false,false,false,true
1425,false,false,false,false,false,false,false
1426,false,false,true,false,false,false,false
1427,false,true,false,false,false,false,true
1428,false,false,false,true,false,false,true
1429,false,false,true,false,false,false,false
1430,false,true,false,false,false,true,true
1431,false,false,false,false,false,false,true
1432,true,false,false,false,true,false,true
1433,false,false,false,false,true,false,true
1434,false,false,true,false,false,false,true
1435,false,true,false,true,false,false,true
1436,false,false,false,false,false,false,true
1437,false,false,false,false,false,false,true
1438,true,false,true,false,false,false,false
1439,false,true,false,false,false,false,true
1440,false,false,false,false,false,false,true
1441,false,false,false,false,true,false,false
1442,false,false,false,true,false,false,true
1443,false,false,true,false,false,true,true
1444,false,true,false,false,false,false,true
1445,false,false,false,false,false,false,true
1446,true,false,false,false,false,false,true
1447,false,false,false,false,false,false,true
1448,false,false,true,false,false,false,true
1449,false,true,false,true,false,false,true
1450,false,false,false,false,false,false,true
1451,false,false,false,false,false,false,false
1452,true,false,false,false,false,false,true
1453,false,false,true,false,true,false,false
1454,false,true,false,false,false,false,false
1455,false,false,false,false,true,false,false
1456,false,false,false,true,false,true,true
1457,false,false,true,false,false,false,true
1458,false,true,false,false,false,false,true
1459,false,false,false,false,false,false,true
1460,true,false,true,false,false,false,true
1461,false,true,false,false,false,false,true
1462,false,false,false,false,true,false,true
1463,false,false,true,true,false,false,true
1464,false,true,false,false,false,false,true
1465,false,false,false,false,false,false,false
1466,true,false,true,false,false,false,true
1467,false,true,false,false,true,false,true
1468,false,false,false,false,true,false,false
1469,false,false,false,false,true,true,true
1470,false,false,true,true,false,false,true
1471,false,true,false,false,false,false,true
1472,false,false,false,false,false,false,true
1473,false,false,true,false,false,false,true
1474,false,true,false,false,false,false,true
1475,false,false,false,false,false,false,true
1476,true,false,false,false,false,false,false
1477,false,false,true,true,false,false,false
1478,false,true,false,false,false,false,true
1479,false,false,false,false,false,false,true
1480,false,false,false,false,false,false,false
1481,false,false,false,false,true,false,true
1482,false,false,true,false,false,true,true
1483,false,true,false,false,false,false,true
1484,false,false,false,true,false,false,true
1485,true,false,false,false,false,false,true
1486,false,false,false,false,false,false,true
1487,false,false,true,false,false,false,true
1488,true,true,false,false,true,false,true
1489,true,false,false,false,true,false,true
1490,false,false,false,false,true,false,false
1491,false,false,true,true,false,false,true
1492,false,true,false,false,false,false,false
1493,false,false,false,false,false,false,true
1494,true,false,true,false,false,false,false
1495,true,true,false,false,false,true,true
1496,false,false,false,false,false,false,true
1497,false,false,false,false,true,false,true
1498,false,false,false,true,false,false,true
1499,true,false,true,false,false,false,true
1500,false,true,false,false,false,false,true
1501,false,false,false,false,false,false,true
1502,false,false,false,false,false,false,false
1503,false,false,true,false,true,false,true
1504,false,true,false,false,true,false,true
1505,false,false,false,true,false,false,false
1506,false,false,false,false,false,false,true
1507,false,false,true,false,false,false,false
1508,false,true,false,false,false,true,true
1509,true,false,false,false,false,false,true
1510,false,false,false,false,true,false,true
1511,false,false,true,false,true,false,true
1512,false,true,false,true,false,false,true
1513,false,false,false,false,false,false,true
1514,true,false,true,false,false,false,true
1515,false,true,false,false,false,false,false
1516,true,false,false,false,false,false,true
1517,false,false,true,false,false,false,false
1518,false,true,false,false,false,false,true
1519,true,false,false,true,false,false,false
1520,true,false,false,false,false,false,true
1521,false,false,true,false,false,true,true
1522,false,true,false,false,false,false,true
1523,false,false,false,false,true,false,true
1524,true,false,true,false,false,false,true
1525,false,true,false,false,true,false,true
1526,false,false,false,true,false,false,true
1527,false,false,false,false,false,false,true
1528,false,false,true,false,false,false,true
1529,false,true,false,false,false,false,false
1530,false,false,false,false,false,false,true
1531,false,false,true,false,false,false,false
1532,false,true,false,false,false,false,false
1533,true,false,false,true,false,false,true
1534,false,false,false,false,false,true,true
1535,false,false,false,false,false,false,true
1536,true,false,true,false,false,false,true
1537,false,true,false,false,false,false,true
1538,false,false,false,false,true,false,true
1539,false,false,false,false,true,false,true
1540,true,false,true,true,false,false,true
1541,false,true,false,false,false,false,true
1542,true,false,false,false,false,false,true
1543,false,false,false,false,false,false,true
1544,false,false,false,false,false,false,false
1545,false,false,true,false,false,false,false
1546,false,true,false,false,true,false,false
1547,false,false,false,true,false,true,true
1548,false,false,true,false,false,false,true
1549,false,true,false,false,false,false,true
1550,false,false,false,false,false,false,true
1551,true,false,false,false,true,false,true
1552,false,false,false,false,true,false,true
1553,false,false,true,false,false,false,true
1554,false,true,false,true,false,false,false
1555,true,false,false,false,false,false,false
1556,false,false,true,false,false,false,false
1557,false,true,false,false,false,false,true
1558,true,false,false,false,true,false,true
1559,false,false,true,false,true,false,false
1560,false,true,false,false,true,true,true
1561,false,false,false,true,false,false,true
1562,false,false,false,false,false,false,true
1563,false,false,false,false,false,false,true
1564,true,false,true,false,false,false,true
1565,false,true,false,false,true,false,true
1566,true,false,false,false,true,false,true
1567,true,false,false,false,false,false,false
1568,false,false,false,true,false,false,false
1569,false,false,true,false,false,false,true
1570,false,true,false,false,false,false,false
1571,true,false,false,false,false,false,false
1572,false,false,true,false,false,false,false
1573,false,true,false,false,true,true,true
1574,false,false,false,false,false,false,true
1575,false,false,true,true,false,false,true
1576,false,true,false,false,false,false,true
1577,false,false,false,false,false,false,true
1578,false,false,true,false,false,false,true
1579,false,true,false,false,false,false,true
1580,true,false,false,false,true,false,true
1581,false,false,false,false,true,false,true
1582,false,false,false,true,false,false,false
1583,false,false,true,false,false,false,true
1584,false,true,false,false,false,false,false
1585,false,false,false,false,false,false,false
1586,false,false,true,false,false,true,true
1587,false,true,false,false,true,false,true
1588,false,false,false,false,true,false,true
1589,true,false,false,true,false,false,true
1590,false,false,false,false,false,false,true
1591,true,false,true,false,false,false,true
1592,true,true,false,false,false,false,true
1593,false,false,false,false,true,false,true
1594,false,false,false,false,true,false,false
1595,false,false,false,false,false,false,true
1596,true,false,true,true,false,false,true
1597,false,true,false,false,false,false,false
1598,false,false,false,false,false,false,true
1599,false,false,false,false,false,true,true
1600,false,false,false,false,true,false,true
1601,false,false,true,false,true,false,true
1602,false,true,false,false,false,false,true
1603,false,false,false,true,false,false,true
1604,true,false,false,false,false,false,true
1605,false,false,false,false,false,false,true
1606,false,false,true,false,false,false,true
1607,false,true,false,false,false,false,false
1608,false,false,false,false,true,false,false
1609,false,false,false,false,true,false,false
1610,false,false,false,true,false,false,true
1611,true,false,true,false,false,false,true
1612,true,true,false,false,false,true,true
1613,false,false,false,false,false,false,true
1614,false,false,false,false,false,false,true
1615,true,false,false,false,true,false,true
1616,false,false,true,false,false,false,true
1617,false,true,false,true,false,false,true
1618,false,false,false,false,false,false,true
1619,false,false,true,false,false,false,false
1620,false,true,false,false,false,false,true
1621,false,false,false,false,false,false,true
1622,true,false,false,false,false,false,true
1623,false,false,false,false,true,false,false
1624,false,false,true,true,false,false,true
1625,true,true,false,false,false,true,true
1626,true,false,false,false,false,false,true
1627,false,false,false,false,false,false,true
1628,false,false,true,false,false,false,true
1629,false,true,false,false,false,false,true
1630,false,false,false,false,false,false,true
1631,false,false,true,true,false,false,true
1632,false,true,false,false,false,false,true
1633,true,false,false,false,false,false,false
1634,false,false,true,false,false,false,true
1635,false,true,false,false,false,false,false
1636,false,false,false,false,false,false,false
1637,false,false,false,false,true,false,true
1638,false,false,true,true,false,true,true
1639,false,true,false,false,false,false,true
1640,false,false,false,false,false,false,true
1641,false,false,false,false,false,false,true
1642,false,false,true,false,false,false,true
1643,true,true,false,false,true,false,true
1644,true,false,false,false,true,false,true
1645,false,false,false,true,false,false,false
1646,false,false,false,false,false,false,false
1647,false,false,true,false,false,false,true
1648,false,true,false,false,false,false,true
1649,false,false,false,false,true,false,false
1650,false,false,false,false,true,false,false
1651,false,false,false,false,false,true,true
1652,false,false,true,true,false,false,true
1653,false,true,false,false,false,false,true
1654,true,false,false,false,false,false,true
1655,false,false,false,false,false,false,true
1656,false,false,false,false,true,false,true
1657,false,false,true,false,false,false,true
1658,false,true,false,false,true,false,true
1659,false,false,false,true,false,false,true
1660,true,false,false,false,false,false,false
1661,false,false,true,false,false,false,false
1662,false,true,false,false,false,false,false
1663,false,false,false,false,false,false,true
1664,false,false,false,false,true,true,true
1665,true,false,false,false,false,false,true
1666,false,false,true,true,false,false,true
1667,false,true,false,false,false,false,true
1668,true,false,false,false,false,false,true
1669,false,false,false,false,false,false,true
1670,false,false,true,false,false,false,true
1671,false,true,false,false,true,false,false
1672,false,false,false,false,true,false,false
1673,false,false,true,true,false,false,false
1674,true,true,false,false,false,false,false
1675,false,false,false,false,false,false,true
1676,false,false,false,false,false,false,true
1677,false,false,false,false,false,true,true
1678,false,false,true,false,true,false,true
1679,false,true,false,false,false,false,true
1680,true,false,false,true,false,false,true
1681,false,false,false,false,false,false,true
1682,false,false,false,false,false,false,true
1683,false,false,true,false,false,false,true
1684,true,true,false,false,true,false,false
1685,true,false,false,false,true,false,false
1686,false,false,true,false,true,false,false
1687,true,true,false,true,false,false,true
1688,false,false,false,false,false,false,true
1689,false,false,false,false,false,false,false
1690,false,false,false,false,false,true,true
1691,false,false,true,false,true,false,true
1692,false,true,false,false,true,false,true
1693,false,false,false,false,true,false,true
1694,false,false,false,true,false,false,true
1695,true,false,false,false,false,false,true
1696,false,false,true,false,false,false,true
1697,false,true,false,false,false,false,true
1698,false,false,false,false,true,false,false
1699,false,false,false,false,false,false,true
1700,false,false,true,false,false,false,true
1701,false,true,false,true,false,false,true
